Date,Open,High,Low,Close,Volume
2009-04-30,889,898,858,897,26490
2009-05-31,915,955,897,930,146390
2009-06-30,925,950,837,950,77810
2009-07-31,955,982,939,968,33950
2009-08-31,964,972,905,912,29060
2009-09-30,911,921,870,899,73850
2009-10-31,889,904,815,845,384110
2009-11-30,840,928,837,917,32120
2009-12-31,922,963,900,899,109990
2010-01-31,898,920,874,896,57870
2010-02-28,892,992,892,989,135860
2010-03-31,990,1013,975,993,403840
2010-04-30,994,1002,857,888,1806230
2010-05-31,888,910,843,849,1597520
2010-06-30,841,877,822,852,1418000
2010-07-31,852,865,801,801,1391050
2010-08-31,805,1003,801,836,1729520
2010-09-30,846,857,820,816,722400
2010-10-31,816,887,806,870,742530
2010-11-30,880,918,866,908,1680190
2010-12-31,915,944,908,915,1117090
2011-01-31,921,981,915,957,1331820
2011-02-28,962,969,703,882,4020410
2011-03-31,879,888,838,865,1710270
2011-04-30,873,881,826,852,3426940
2011-05-31,852,864,816,863,1263570
2011-06-30,868,896,847,849,1206350
2011-07-31,852,864,746,776,3798750
2011-08-31,780,800,736,773,3407880
2011-09-30,773,792,736,778,1729260
2011-10-31,770,774,717,741,1129210
2011-11-30,756,765,725,743,3315210
2011-12-31,743,776,730,761,1521780
2012-01-31,761,857,761,847,2384660
2012-02-29,847,887,823,874,3568210
2012-03-31,881,882,813,824,678680
2012-04-30,819,819,726,732,1380730
2012-05-31,727,789,706,785,787430
2012-06-30,794,798,709,741,577130
2012-07-31,737,777,726,738,1213120
2012-08-31,738,775,721,748,2179010
2012-09-30,746,771,724,756,1824590
2012-10-31,757,802,731,796,1132020
2012-11-30,800,880,790,880,1593050
2012-12-31,909,952,878,951,1383860
2013-01-31,956,993,940,983,1243980
2013-02-28,982,1075,982,1058,1945060
2013-03-31,1051,1200,991,1189,2885330
2013-04-30,1188,1316,1151,1163,5341060
2013-05-31,1145,1165,1054,1155,4370180
2013-06-30,1169,1250,1142,1147,5754720
2013-07-31,1151,1214,1121,1123,3956040
2013-08-31,1126,1252,1125,1223,3686780
2013-09-30,1223,1250,1165,1221,2967820
2013-10-31,1225,1289,1197,1286,4468380
2013-11-30,1286,1332,1250,1332,5486450
2013-12-31,1330,1336,1231,1238,5554690
2014-01-31,1232,1255,1158,1230,4820430
2014-02-28,1220,1262,1165,1235,3900490
2014-03-31,1238,1255,1150,1193,4166920
2014-04-30,1197,1237,1173,1232,2952230
2014-05-31,1243,1307,1243,1295,3115240
2014-06-30,1298,1325,1276,1313,2744120
2014-07-31,1304,1319,1247,1301,4048320
2014-08-31,1304,1375,1303,1360,2860640
2014-09-30,1361,1372,1207,1367,7897560
2014-10-31,1430,1449,1387,1446,4795800
2014-11-30,1448,1493,1379,1447,5319800
2014-12-31,1438,1458,1366,1440,4281250
2015-01-31,1423,1555,1409,1550,4088520
2015-02-28,1553,1622,1530,1588,4524630
2015-03-31,1574,1675,1556,1630,4716420
2015-04-30,1626,1723,1610,1713,2642410
2015-05-31,1706,1729,1658,1671,5334440
2015-06-30,1678,1706,1564,1687,3667490
2015-07-31,1691,1735,1438,1564,5754320
2015-08-31,1556,1558,1407,1446,4496430
2015-09-30,1464,1612,1452,1599,2430830
2015-10-31,1579,1653,1564,1625,2032360
2015-11-30,1628,1649,1543,1592,3398670
2015-12-31,1576,1588,1326,1468,4348610
2016-01-31,1486,1492,1216,1324,3022690
2016-02-29,1320,1419,1309,1386,1879380
2016-03-31,1382,1453,1286,1379,2000110
2016-04-30,1349,1420,1319,1418,1601330
2016-05-31,1407,1414,1226,1285,5966290
2016-06-30,1292,1373,1246,1345,4863820
2016-07-31,1327,1357,1287,1355,3194030
2016-08-31,1358,1385,1322,1358,2428800
2016-09-30,1370,1432,1366,1432,2414440
2016-10-31,1430,1513,1323,1508,3543570
2016-11-30,1530,1602,1503,1563,3377820
2016-12-31,1579,1604,1526,1554,2120090
2017-01-31,1544,1593,1538,1568,1671230
2017-02-28,1575,1613,1553,1559,2260040
2017-03-31,1566,1585,1496,1578,2082570
2017-04-30,1581,1640,1578,1616,2232880
2017-05-31,1619,1680,1619,1663,2452680
2017-06-30,1664,1681,1646,1654,1514790
2017-07-31,1656,1679,1625,1653,2439010
2017-08-31,1660,1728,1615,1726,2489100
2017-09-30,1728,1826,1721,1819,2870140
2017-10-31,1831,1900,1789,1848,3018000
2017-11-30,1861,1889,1815,1874,4011940
